가정별,성별,연령,항목,단위,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,년도
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),전체,100세 이상,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6909,7766,7499,7710,8271,9418,10946,12702,14361,15813,18015,20290,22877,26150,29373,32417,35190,38758,41761,44720,50191,54408,54990,56087,54352,61134,67045,71849,77144,78559,86681,93549,100256,115554,126057,137201,149265,162158,179406,196981,200504,209282,207217,213594,218703,223333,231116,246708,255317,266361,272343,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,계,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25818686,25862494,25926009,25938535,25955952,25976667,25999945,26025557,26052039,26079158,26105225,26128256,26148934,26166634,26179715,26188263,26188857,26178209,26156297,26123359,26080527,26027698,25963873,25889204,25804644,25709847,25604399,25488330,25361365,25223700,25074550,24915230,24747815,24573210,24392299,24205940,24015873,23823728,23631228,23439666,23250322,23062625,22876022,22691331,22508133,22327782,22150826,21976126,21803242,21632384,21463541,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,0 0 4세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766227,711710,668302,640511,630787,636729,656387,688094,723387,755853,784865,810050,831375,849128,863856,876293,884039,884930,880139,870616,856993,842751,830773,820243,810198,799652,787755,773908,757841,739642,719740,698839,677827,657672,639312,623564,611058,602176,597044,595528,597268,601725,608235,616080,624546,632977,640804,647575,652963,656757,658857,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,5 0 9세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097221,1039272,982582,907549,828906,763987,711671,667858,640316,630675,636565,656070,687551,722580,754787,783568,808555,829711,847324,861935,874275,881962,882855,878112,868669,855147,841018,829144,818704,808747,798293,786497,772766,756830,738780,719040,698309,677468,657478,639265,623647,611243,602433,597345,595847,597575,601999,608460,616242,624641,633007,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,10 0 14세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189663,1177004,1168099,1166066,1139970,1096384,1039383,982504,907762,829410,764745,712633,668984,641557,631951,637804,657230,688602,723510,755603,784283,809180,830265,847818,862378,874678,882338,883234,878523,869125,855652,841575,829746,819347,809427,799013,787262,773586,757711,739730,720064,699410,678648,658731,640585,625024,612663,603883,598813,597319,599040,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,15 0 19세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183580,1188404,1173085,1169799,1190151,1197378,1185040,1175920,1173956,1147989,1104530,1047701,991024,916534,838435,773973,722024,678511,651183,641631,647481,666858,698146,732963,764976,793587,818425,839462,856977,871506,883784,891427,892318,887624,878260,864833,850798,839004,828634,818745,808361,796644,783006,767173,749240,729626,709029,688325,668463,650368,634849,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,20 0 24세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620461,1548457,1491578,1398674,1313603,1280106,1276683,1257363,1254228,1274427,1281718,1269633,1260556,1258401,1232437,1189136,1132330,1075512,1001003,923069,858807,807032,763674,736469,727052,733086,752633,783996,818805,850785,879358,904154,925153,942637,957140,969397,977029,977896,973148,963729,950296,936292,924536,914195,904325,893952,882242,868605,852772,834839,815229,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,25 0 29세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1933726,1915086,1885316,1854145,1811118,1739586,1658697,1589788,1496623,1410910,1376907,1373142,1353548,1350464,1370929,1378376,1366237,1357315,1355525,1329659,1286290,1229501,1172777,1098150,1019751,954949,902721,858980,831439,821702,827446,846821,878215,913223,945451,974261,999284,1020487,1038150,1052805,1065191,1072944,1073940,1069319,1059979,1046531,1032437,1020584,1010172,1000251,989840,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,30 0 34세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796779,1883816,1943216,1979008,2009856,1993916,1963391,1924806,1893683,1850674,1778816,1697416,1628124,1534583,1448423,1414191,1410530,1390992,1387846,1408473,1416135,1404051,1395031,1393199,1367292,1323654,1266419,1209209,1134077,1055136,989840,937209,893141,865387,855605,861445,881011,912665,947971,980492,1009568,1034825,1056230,1074067,1088867,1101379,1109221,1110239,1105583,1096179,1082644,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,35 0 39세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808706,1750467,1735135,1751368,1767737,1826333,1895604,1947083,1983282,2014459,1998825,1968477,1930008,1898985,1856070,1784210,1702713,1633304,1539657,1453341,1419002,1415375,1395911,1392789,1413504,1421302,1409305,1400309,1398506,1372624,1328918,1271534,1214128,1138778,1059580,994036,941205,896976,869107,859284,865158,884816,916609,952078,984762,1013988,1039381,1060907,1078849,1093740,1106335,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,40 0 44세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067075,2087069,2072651,1991979,1910940,1819938,1753704,1733056,1749594,1766328,1825201,1894801,1946657,1983214,2014704,1999418,1969319,1931042,1900167,1857395,1785638,1704166,1634738,1541084,1454684,1420255,1416665,1397295,1394231,1415054,1423001,1411105,1402154,1400414,1374588,1330861,1273396,1215871,1140387,1060997,995255,942264,897906,869939,860069,865949,885664,917563,953175,986011,1015379,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,45 0 49세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2061862,1995454,1950743,1974436,2021785,2074117,2095741,2078406,1998562,1918110,1827659,1761779,1741399,1758232,1775342,1834515,1904528,1956848,1993830,2025687,2010809,1980970,1942880,1912145,1869534,1797880,1716420,1646961,1553288,1466769,1432216,1428647,1409378,1406369,1427310,1435430,1423651,1414749,1413074,1387317,1343560,1285993,1228313,1152636,1072976,1006953,953733,909193,881088,871154,877047,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,50 0 54세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2258061,2281477,2255262,2213000,2131465,2061578,2000752,1953997,1978393,2026437,2079459,2101840,2085291,2006429,1926704,1836979,1771650,1751665,1768845,1786409,1845923,1916373,1969186,2006623,2038901,2024531,1995066,1957301,1926852,1884535,1813083,1731690,1662231,1568592,1482000,1447351,1443848,1424729,1421801,1442886,1451240,1439648,1430838,1429255,1403591,1359814,1302146,1244304,1168441,1088528,1022241,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,55 0 59세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2068112,2034531,2119850,2147441,2195953,2237077,2265379,2238599,2198178,2118841,2050758,1991558,1946268,1971482,2020203,2073866,2097098,2081484,2003844,1925134,1836460,1771927,1752463,1770044,1788146,1848019,1918888,1972255,2010264,2043059,2029326,2000361,1963022,1932936,1890995,1819869,1738702,1669393,1575979,1489518,1454920,1451587,1432712,1429927,1451168,1459759,1448388,1439705,1438249,1412754,1369052,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,60 0 64세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042614,2102046,2085282,2067460,2023620,2028352,2001088,2084842,2114397,2164260,2206734,2236406,2211990,2173750,2096998,2031073,1973940,1930471,1956549,2005951,2060261,2084370,2069784,1993667,1916346,1829116,1765698,1747030,1765236,1784047,1844320,1915603,1969492,2008036,2041302,2028266,1999914,1963129,1933537,1892150,1821599,1740915,1671968,1578981,1492798,1458308,1455166,1436601,1434010,1455462,1464359,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,65 0 69세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478069,1584999,1702755,1791845,1915520,1963207,2027306,2013256,1999034,1959843,1966999,1943370,2027282,2058811,2109885,2153520,2184617,2162970,2127205,2053618,1990446,1935886,1894703,1921841,1972006,2026968,2052032,2038773,1964840,1889594,1804495,1742750,1725174,1744053,1763576,1824151,1895681,1949947,1988950,2022668,2010560,1983160,1947259,1918443,1877849,1808099,1728166,1659870,1567706,1482274,1448219,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,70 0 74세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012668,1045658,1089193,1188916,1299947,1384266,1490372,1604292,1692678,1813683,1862060,1926324,1915597,1905517,1871760,1881402,1862289,1945794,1979048,2031040,2075500,2107672,2089172,2056431,1987246,1928020,1877251,1839603,1868410,1919446,1974875,2000797,1989004,1918028,1845778,1763933,1704795,1688786,1708449,1728849,1789698,1861277,1915781,1955171,1989155,1978078,1951973,1917425,1889871,1850719,1782562,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,75 0 79세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696606,723006,770251,819831,862539,902683,939052,982387,1077272,1180785,1261503,1361735,1468875,1554996,1670430,1717819,1780981,1773541,1768057,1741458,1753634,1740298,1821681,1856326,1908751,1953388,1986271,1972472,1944307,1881918,1828548,1783301,1750785,1781476,1832854,1888072,1914457,1904106,1837552,1770252,1694220,1639822,1626587,1647396,1668826,1729300,1800050,1854217,1893651,1927731,1918484,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,80세이상,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737256,794038,832709,876507,902055,971030,1039695,1103306,1170694,1216474,1297881,1375321,1454405,1581971,1696801,1822120,1960777,2105517,2272565,2452340,2578590,2729326,2819834,2931300,3035210,3125615,3215494,3338398,3439065,3550011,3641655,3722920,3793281,3831808,3850341,3862418,3875473,3892760,3942256,3995451,4049717,4080060,4081021,4060595,4043550,4020470,3997764,3988670,3993194,4003657,4046397,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,80 0 84세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476263,511215,520297,534264,529089,554518,583166,624867,668339,703243,741092,775452,815279,900568,989732,1061967,1150505,1244265,1323661,1427072,1469894,1528124,1523191,1523264,1507105,1521821,1516923,1593343,1629369,1681165,1724148,1756055,1748434,1726197,1674181,1630158,1594055,1569922,1602747,1653356,1707001,1733257,1724874,1666441,1608141,1542643,1496878,1488447,1510632,1533629,1592821,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,85 0 89세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201240,217925,239437,258140,277098,308367,336012,343568,354164,351304,374014,398618,429786,462353,485539,516459,544790,576498,643325,708963,764854,832107,902218,966191,1046925,1079696,1126725,1124252,1130438,1126751,1142282,1145998,1209527,1242350,1287408,1323361,1350153,1348930,1333986,1297470,1267931,1245882,1234059,1267390,1312737,1359064,1381567,1374788,1329813,1287292,1240437,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,90 0 94세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50323,55066,61948,72045,82680,92968,103127,114799,124698,134890,152089,166946,170716,176523,174961,190409,206503,224083,242342,253103,272639,290323,309334,349919,386521,419656,458831,499246,540040,589315,607722,636951,634842,642408,646104,657751,665371,706738,729738,760570,784071,801857,805187,797657,778183,763469,754943,753912,781342,814431,846716,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,95 0 99세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8291,8619,9868,10947,12108,13991,16037,18484,21745,25110,28421,31674,35549,38878,42343,48470,53585,54557,56494,55798,62588,69200,75398,81848,84694,92807,99917,107322,123737,136962,149704,164501,179486,196235,215547,221327,232988,231189,235848,239896,245521,251041,269234,279659,293305,302743,309968,312883,310184,303690,299659,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),남자,100세 이상,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139,1213,1159,1111,1080,1186,1353,1588,1748,1927,2265,2631,3075,3649,4226,4815,5394,6114,6743,7404,8615,9572,9693,10078,9965,11635,13098,14235,15481,15818,17799,19415,20992,24618,27101,29821,32906,35981,39937,44159,45193,48023,47667,49448,51184,52551,54408,58640,61223,64615,66764,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),여자,계,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25853883,25854894,25920126,25944816,25972515,26001733,26032238,26063991,26096980,26129870,26161509,26191155,26218455,26243253,26264681,26281458,26290889,26290238,26279093,26257884,26226988,26186487,26136747,26076079,26003838,25920551,25825026,25716305,25592207,25454428,25303967,25141240,24967555,24784144,24593563,24395721,24191009,23982745,23772707,23561855,23350895,23139911,22930345,22723471,22518827,22317518,22120590,21926015,21733692,21543481,21355091,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),여자,0 0 4세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727814,677305,637466,611789,603244,608720,627451,657724,691371,722325,749985,773996,794325,811245,825283,837135,844514,845354,840777,831683,818682,805092,793665,783617,774030,763969,752620,739407,724075,706708,687716,667772,647724,628494,610978,595956,584024,575549,570650,569201,570856,575103,581307,588786,596859,604899,612363,618821,623955,627572,629572,0.0
고위 추계(최대인구 추계: 출산율0고위 / 기대수명0고위 / 국제순이동0고위),여자,5 0 9세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044863,988476,933885,862468,787120,726954,678755,638566,613100,604621,610045,628633,658688,692080,722787,750223,774040,794207,810992,824919,836678,843997,844834,840300,831279,818372,804888,793560,783597,774091,764115,752860,739754,724545,707317,688477,668692,648803,629727,612351,597450,585614,577210,572354,570921,572565,576781,582937,590360,598373,606350,0.0
